duration,packets,bytes,rate
10.993428306022466,246.30887737658207,19198.066309758007,23.89180538083319
9.723471397657631,295.47083202350655,17773.901048738306,17.244071418357333
11.295377076201385,130.07162130904294,15178.891109760523,15.909005582888465
13.046059712816051,228.14846183452855,13059.189666883278,19.98312771294524
9.531693250553328,167.46787154390864,17094.66994084077,19.149076887375358
9.531726086101639,175.6437308117652,16180.456156265249,17.733859753363625
13.158425631014783,170.38030378805655,17685.579660083196,23.481937237283578
11.534869458305817,156.8004615160092,16905.51540504591,24.776526042852552
9.061051228130095,202.42608139724135,18148.658145958005,20.442034431459238
11.08512008717193,158.4524941794481,13394.294365318296,27.38765040527631
9.073164614375075,213.52284128899194,18952.182196902977,14.291554429332475
9.068540492859487,197.48809452754315,15592.7988140772,19.03170270360141
10.48392454313207,188.05259765667952,21225.782617875797,16.415888396985977
6.173439510684404,154.6218168979201,12932.436545731296,10.6673169146347
6.5501643349739345,171.16143347158336,20207.891409495747,19.586596570786504
8.875424941518055,237.7695612912878,15593.732350387943,19.39126245808358
7.974337759331153,225.04585938121903,13045.745989156654,27.567248716210656
10.628494665190548,151.12223776007244,13548.342497837035,23.154058422773886
8.183951848957578,204.9666152714613,14038.95807541704,14.879065878353975
7.175392597329417,237.56935616858945,16272.49783920575,29.27046283167094
12.931297537843108,116.52973594393141,16568.5064641065,26.105168477626766
9.548447399026928,227.16800961899676,13278.899988184263,22.91048851734308
10.135056409375848,166.86881205270765,14926.936223217052,18.86757950575084
7.150503627573086,228.52993342965797,21426.81107583559,15.202803816382602
8.911234550949635,161.83704217287416,20182.629510302133,18.138966119644735
10.221845179419732,109.75589496677405,16308.971009022096,25.44374309852093
7.698012845155395,118.62287810584186,15114.0104345046,29.422931529673043
10.751396036691343,202.4042473330691,15360.093980154785,27.716217641360945
8.79872262016239,212.98612508607408,16840.55391819125,17.55575289106863
9.416612500413446,154.78416874477958,11931.622304404784,14.401912833554944
8.796586775541206,231.9296229388687,14227.870387729965,20.70443123455602
13.704556369017876,116.923996886552,9994.247778367233,11.157803172185742
9.973005550524132,196.69601006763418,16197.669367815837,21.615838570923906
7.884578142088199,139.44919001187716,16941.587819108223,19.261987068506656
11.645089824206378,167.40819460989204,13550.440613101879,17.66981749065879
7.5583127000579555,202.3699335658207,19721.960289870098,12.026484663666022
10.417727190009511,156.9793317358024,11322.703010992976,22.568000532848583
6.080659752240448,180.77222278850874,10606.87535937054,17.336495801690443
7.3436279022031385,250.31464046072202,15673.355455679915,14.15041582144856
10.393722471738247,171.15540652384257,18141.29490783646,5.638688933591753
11.476933159990821,241.7846056032571,20051.783074373605,19.862425474746818
10.34273656237994,143.5146572671191,13623.34721139318,28.86125798334872
9.76870343522352,226.49020889576414,18236.042500293886,28.30629607273935
9.397792608821423,272.078431032895,14884.474591497878,17.714518717068643
7.042956019265145,76.41777499363553,14482.11810017754,16.988939698191096
8.560311583210582,160.15523722647617,17650.979812460017,22.34387128037512
9.078722458080424,228.853606359027,16956.96863524026,15.008072804058543
12.11424445243783,189.84773069785035,10270.823529047251,21.50895949909733
10.687236579136922,218.55729366856545,19429.621049177687,23.830401391923452
6.473919689274532,169.80074066420897,19140.274062442353,26.13466611942154
10.648167938789591,204.329489373645,13123.311895471412,19.499229617600236
9.229835439167367,192.216138230396,16187.410600312227,18.98163124911517
8.646155999388082,258.38910308299035,16482.090558848216,15.610087066217194
11.223352577681736,212.72104216506065,15782.021297471721,15.8655982298007
12.061999044991902,216.8801331037601,13349.08453846374,18.867605540492367
11.862560238232398,179.40615169387664,12985.129896185845,21.83682753408089
8.321564953554724,175.61968879637533,14923.337787025665,24.567923131166246
9.38157524829757,178.37209060901895,18518.187057778094,15.984105246598276
10.662526862807129,219.72260711891485,16630.800463783296,27.46344284479761
11.951090254244718,178.95077595898687,13888.157003741682,18.644381994787157
9.04165152430942,214.48874284482065,17315.096131945036,19.89316352825782
9.628682046672365,303.77003993227197,6454.372138109773,16.263941604260882
7.787330051987944,243.5562351715846,18446.29710111631,7.878798698635292
7.607586751838658,183.69882339160793,9780.858663665702,24.42022698180525
11.625051644788396,260.06069610819725,13912.677175790603,23.684219485462165
12.712480057141645,179.59623134892243,11640.990316121568,18.593362214408934
9.855979756839332,98.0937732411073,11115.955572837283,20.33495358612436
12.007065795784047,149.5956844541298,18482.480362135557,22.579696088520496
10.723272050095268,106.46040394870721,13596.896396064327,12.187270715567287
8.709760490789751,182.42432579793456,16039.511645192148,17.354736613268525
10.722791211016828,200.92091895947758,14859.238263362447,23.971323398109135
13.076073132931938,283.82186561376415,16431.122481669365,13.728552884153753
9.928347921780096,216.34636868820814,15230.465673180766,21.467789660833148
13.129287311628012,189.04497355955678,11151.023327434292,13.217090976882975
4.760509791820511,241.47027905917446,17988.80045834142,22.332149912167633
11.643805008750448,89.44323454960575,13518.730250516062,19.821792588512583
10.174094136476343,211.7807279054283,10330.254304020746,11.924340920472453
9.401985299068265,238.54325969434834,13715.654517102263,25.823696772285857
10.183521553071005,126.07068771100792,19502.279371902932,16.327042116009753
6.024862170798214,257.1877021603465,17550.66522634048,15.948737814928094
9.560656224324976,216.9248203747207,13954.043596776422,21.002845986154714
10.714225143023492,179.23560430495994,13952.226887044713,25.743186747143575
